"ISP (UTC)","Area","+Imbalance Price (EUR/MWh)","+Scarcity (EUR/MWh)","+Incentive (EUR/MWh)","+Financial Neutrality (EUR/MWh)","-Imbalance Price (EUR/MWh)","-Scarcity (EUR/MWh)","-Incentive (EUR/MWh)","-Financial Neutrality (EUR/MWh)","Status","Total Imbalance (MWh)","Total Imbalance - Difference (MWh)","Total Imbalance - Situation","Total Imbalance - Status"
"26/05/2024 16:00 - 26/05/2024 17:00","SCA|DK2","93.26"," "," "," ","93.26"," "," "," "," ","429.30"," ","Deficit","Final"
"26/05/2024 17:00 - 26/05/2024 18:00","SCA|DK2","45.50"," "," "," ","45.50"," "," "," "," ","216.20"," ","Deficit","Final"
"26/05/2024 18:00 - 26/05/2024 19:00","SCA|DK2","45.50"," "," "," ","45.50"," "," "," "," ","303.40"," ","Deficit","Final"
"26/05/2024 19:00 - 26/05/2024 20:00","SCA|DK2","121.10"," "," "," ","121.10"," "," "," "," ","7.10"," ","Surplus","Final"
"26/05/2024 20:00 - 26/05/2024 21:00","SCA|DK2","15.00"," "," "," ","15.00"," "," "," "," ","231.30"," ","Deficit","Final"
"26/05/2024 21:00 - 26/05/2024 22:00","SCA|DK2","0.00"," "," "," ","0.00"," "," "," "," ","618.90"," ","Deficit","Final"
"26/05/2024 22:00 - 26/05/2024 23:00","SCA|DK2","-10.00"," "," "," ","-10.00"," "," "," "," ","374.20"," ","Deficit","Final"
"26/05/2024 23:00 - 27/05/2024 00:00","SCA|DK2","-6.70"," "," "," ","-6.70"," "," "," "," ","57.50"," ","Surplus","Final"
"27/05/2024 00:00 - 27/05/2024 01:00","SCA|DK2","0.13"," "," "," ","0.13"," "," "," "," ","303.30"," ","Surplus","Final"
"27/05/2024 01:00 - 27/05/2024 02:00","SCA|DK2","0.13"," "," "," ","0.13"," "," "," "," ","293.60"," ","Surplus","Final"
"27/05/2024 02:00 - 27/05/2024 03:00","SCA|DK2","11.66"," "," "," ","11.66"," "," "," "," ","210.90"," ","Surplus","Final"
"27/05/2024 03:00 - 27/05/2024 04:00","SCA|DK2","20.50"," "," "," ","20.50"," "," "," "," ","11.20"," ","Surplus","Final"
"27/05/2024 04:00 - 27/05/2024 05:00","SCA|DK2","108.70"," "," "," ","108.70"," "," "," "," ","1.70"," ","Surplus","Final"
"27/05/2024 05:00 - 27/05/2024 06:00","SCA|DK2","132.99"," "," "," ","132.99"," "," "," "," ","19.50"," ","Deficit","Final"
"27/05/2024 06:00 - 27/05/2024 07:00","SCA|DK2","124.55"," "," "," ","124.55"," "," "," "," ","151.40"," ","Deficit","Final"
"27/05/2024 07:00 - 27/05/2024 08:00","SCA|DK2","26.50"," "," "," ","26.50"," "," "," "," ","183.80"," ","Deficit","Final"
"27/05/2024 08:00 - 27/05/2024 09:00","SCA|DK2","26.50"," "," "," ","26.50"," "," "," "," ","228.80"," ","Deficit","Final"
"27/05/2024 09:00 - 27/05/2024 10:00","SCA|DK2","86.26"," "," "," ","86.26"," "," "," "," ","271.40"," ","Deficit","Final"
"27/05/2024 10:00 - 27/05/2024 11:00","SCA|DK2","10.00"," "," "," ","10.00"," "," "," "," ","650.60"," ","Deficit","Final"
"27/05/2024 11:00 - 27/05/2024 12:00","SCA|DK2","10.00"," "," "," ","10.00"," "," "," "," ","482.30"," ","Deficit","Final"
"27/05/2024 12:00 - 27/05/2024 13:00","SCA|DK2","11.00"," "," "," ","11.00"," "," "," "," ","152.20"," ","Deficit","Final"
"27/05/2024 13:00 - 27/05/2024 14:00","SCA|DK2","29.84"," "," "," ","29.84"," "," "," "," ","136.90"," ","Deficit","Final"
"27/05/2024 14:00 - 27/05/2024 15:00","SCA|DK2","84.66"," "," "," ","84.66"," "," "," "," ","20.10"," ","Deficit","Final"
"27/05/2024 15:00 - 27/05/2024 16:00","SCA|DK2","111.04"," "," "," ","111.04"," "," "," "," ","44.20"," ","Surplus","Final"
"27/05/2024 16:00 - 27/05/2024 17:00","SCA|DK2","131.40"," "," "," ","131.40"," "," "," "," ","3.00"," ","Deficit","Final"
"27/05/2024 17:00 - 27/05/2024 18:00","SCA|DK2","186.68"," "," "," ","186.68"," "," "," "," ","22.90"," ","Deficit","Final"
"27/05/2024 18:00 - 27/05/2024 19:00","SCA|DK2","221.46"," "," "," ","221.46"," "," "," "," ","55.70"," ","Deficit","Final"
"27/05/2024 19:00 - 27/05/2024 20:00","SCA|DK2","169.86"," "," "," ","169.86"," "," "," "," ","59.20"," ","Deficit","Final"
"27/05/2024 20:00 - 27/05/2024 21:00","SCA|DK2","33.04"," "," "," ","33.04"," "," "," "," ","45.30"," ","Deficit","Final"
"27/05/2024 21:00 - 27/05/2024 22:00","SCA|DK2","20.10"," "," "," ","20.10"," "," "," "," ","126.90"," ","Surplus","Final"
"27/05/2024 22:00 - 27/05/2024 23:00","SCA|DK2","97.78"," "," "," ","97.78"," "," "," "," ","61.90"," ","Deficit","Final"
"27/05/2024 23:00 - 28/05/2024 00:00","SCA|DK2","90.50"," "," "," ","90.50"," "," "," "," ","114.60"," ","Deficit","Final"
"28/05/2024 00:00 - 28/05/2024 01:00","SCA|DK2","23.45"," "," "," ","23.45"," "," "," "," ","82.40"," ","Deficit","Final"
"28/05/2024 01:00 - 28/05/2024 02:00","SCA|DK2","120.81"," "," "," ","120.81"," "," "," "," ","107.30"," ","Deficit","Final"
"28/05/2024 02:00 - 28/05/2024 03:00","SCA|DK2","83.96"," "," "," ","83.96"," "," "," "," ","171.30"," ","Deficit","Final"
"28/05/2024 03:00 - 28/05/2024 04:00","SCA|DK2","30.16"," "," "," ","30.16"," "," "," "," ","21.60"," ","Deficit","Final"
"28/05/2024 04:00 - 28/05/2024 05:00","SCA|DK2","110.34"," "," "," ","110.34"," "," "," "," ","106.40"," ","Surplus","Final"
"28/05/2024 05:00 - 28/05/2024 06:00","SCA|DK2","120.10"," "," "," ","120.10"," "," "," "," ","20.40"," ","Surplus","Final"
"28/05/2024 06:00 - 28/05/2024 07:00","SCA|DK2","102.23"," "," "," ","102.23"," "," "," "," ","67.70"," ","Deficit","Final"
"28/05/2024 07:00 - 28/05/2024 08:00","SCA|DK2","85.43"," "," "," ","85.43"," "," "," "," ","80.90"," ","Deficit","Final"
"28/05/2024 08:00 - 28/05/2024 09:00","SCA|DK2","46.00"," "," "," ","46.00"," "," "," "," ","227.50"," ","Deficit","Final"
"28/05/2024 09:00 - 28/05/2024 10:00","SCA|DK2","46.00"," "," "," ","46.00"," "," "," "," ","371.00"," ","Deficit","Final"
"28/05/2024 10:00 - 28/05/2024 11:00","SCA|DK2","61.10"," "," "," ","61.10"," "," "," "," ","502.20"," ","Deficit","Final"
"28/05/2024 11:00 - 28/05/2024 12:00","SCA|DK2","55.25"," "," "," ","55.25"," "," "," "," ","187.80"," ","Deficit","Final"
"28/05/2024 12:00 - 28/05/2024 13:00","SCA|DK2","50.00"," "," "," ","50.00"," "," "," "," ","27.70"," ","Surplus","Final"
"28/05/2024 13:00 - 28/05/2024 14:00","SCA|DK2","213.36"," "," "," ","213.36"," "," "," "," ","47.50"," ","Deficit","Final"
"28/05/2024 14:00 - 28/05/2024 15:00","SCA|DK2","72.52"," "," "," ","72.52"," "," "," "," ","18.40"," ","Deficit","Final"
"28/05/2024 15:00 - 28/05/2024 16:00","SCA|DK2","21.08"," "," "," ","21.08"," "," "," "," ","55.90"," ","Deficit","Final"
"28/05/2024 16:00 - 28/05/2024 17:00","SCA|DK2","102.28"," "," "," ","102.28"," "," "," "," ","26.40"," ","Deficit","Final"
"28/05/2024 17:00 - 28/05/2024 18:00","SCA|DK2","130.05"," "," "," ","130.05"," "," "," "," ","72.60"," ","Deficit","Final"
"28/05/2024 18:00 - 28/05/2024 19:00","SCA|DK2","144.31"," "," "," ","144.31"," "," "," "," ","166.50"," ","Deficit","Final"
"28/05/2024 19:00 - 28/05/2024 20:00","SCA|DK2","124.00"," "," "," ","124.00"," "," "," "," ","135.10"," ","Deficit","Final"
"28/05/2024 20:00 - 28/05/2024 21:00","SCA|DK2","100.09"," "," "," ","100.09"," "," "," "," ","49.10"," ","Deficit","Final"
"28/05/2024 21:00 - 28/05/2024 22:00","SCA|DK2","48.50"," "," "," ","48.50"," "," "," "," ","148.00"," ","Deficit","Final"
"28/05/2024 22:00 - 28/05/2024 23:00","SCA|DK2","36.50"," "," "," ","36.50"," "," "," "," ","69.20"," ","Deficit","Final"
"28/05/2024 23:00 - 29/05/2024 00:00","SCA|DK2","19.00"," "," "," ","19.00"," "," "," "," ","86.90"," ","Deficit","Final"
"29/05/2024 00:00 - 29/05/2024 01:00","SCA|DK2","18.50"," "," "," ","18.50"," "," "," "," ","50.80"," ","Deficit","Final"
"29/05/2024 01:00 - 29/05/2024 02:00","SCA|DK2","10.00"," "," "," ","10.00"," "," "," "," ","78.60"," ","Deficit","Final"
"29/05/2024 02:00 - 29/05/2024 03:00","SCA|DK2","5.50"," "," "," ","5.50"," "," "," "," ","158.20"," ","Deficit","Final"
"29/05/2024 03:00 - 29/05/2024 04:00","SCA|DK2","8.50"," "," "," ","8.50"," "," "," "," ","81.40"," ","Deficit","Final"
"29/05/2024 04:00 - 29/05/2024 05:00","SCA|DK2","13.00"," "," "," ","13.00"," "," "," "," ","101.20"," ","Deficit","Final"
"29/05/2024 05:00 - 29/05/2024 06:00","SCA|DK2","40.00"," "," "," ","40.00"," "," "," "," ","256.70"," ","Deficit","Final"
"29/05/2024 06:00 - 29/05/2024 07:00","SCA|DK2","30.00"," "," "," ","30.00"," "," "," "," ","243.70"," ","Deficit","Final"
"29/05/2024 07:00 - 29/05/2024 08:00","SCA|DK2","30.00"," "," "," ","30.00"," "," "," "," ","168.40"," ","Deficit","Final"
"29/05/2024 08:00 - 29/05/2024 09:00","SCA|DK2","17.00"," "," "," ","17.00"," "," "," "," ","263.00"," ","Deficit","Final"
"29/05/2024 09:00 - 29/05/2024 10:00","SCA|DK2","11.00"," "," "," ","11.00"," "," "," "," ","847.50"," ","Deficit","Final"
"29/05/2024 10:00 - 29/05/2024 11:00","SCA|DK2","0.00"," "," "," ","0.00"," "," "," "," ","912.60"," ","Deficit","Final"
"29/05/2024 11:00 - 29/05/2024 12:00","SCA|DK2","-2.00"," "," "," ","-2.00"," "," "," "," ","653.70"," ","Deficit","Final"
"29/05/2024 12:00 - 29/05/2024 13:00","SCA|DK2","-1.34"," "," "," ","-1.34"," "," "," "," ","416.80"," ","Deficit","Final"
"29/05/2024 13:00 - 29/05/2024 14:00","SCA|DK2","0.00"," "," "," ","0.00"," "," "," "," ","118.90"," ","Deficit","Final"
"29/05/2024 14:00 - 29/05/2024 15:00","SCA|DK2","10.00"," "," "," ","10.00"," "," "," "," ","412.10"," ","Deficit","Final"
"29/05/2024 15:00 - 29/05/2024 16:00","SCA|DK2","23.00"," "," "," ","23.00"," "," "," "," ","209.90"," ","Deficit","Final"
"29/05/2024 16:00 - 29/05/2024 17:00","SCA|DK2","94.66"," "," "," ","94.66"," "," "," "," ","268.00"," ","Deficit","Final"
"29/05/2024 17:00 - 29/05/2024 18:00","SCA|DK2","111.44"," "," "," ","111.44"," "," "," "," ","100.60"," ","Deficit","Final"
"29/05/2024 18:00 - 29/05/2024 19:00","SCA|DK2","140.50"," "," "," ","140.50"," "," "," "," ","166.80"," ","Deficit","Final"
"29/05/2024 19:00 - 29/05/2024 20:00","SCA|DK2","143.26"," "," "," ","143.26"," "," "," "," ","198.70"," ","Deficit","Final"
"29/05/2024 20:00 - 29/05/2024 21:00","SCA|DK2","120.39"," "," "," ","120.39"," "," "," "," ","128.80"," ","Deficit","Final"
"29/05/2024 21:00 - 29/05/2024 22:00","SCA|DK2","95.53"," "," "," ","95.53"," "," "," "," ","2.50"," ","Deficit","Final"
"29/05/2024 22:00 - 29/05/2024 23:00","SCA|DK2","100.43"," "," "," ","100.43"," "," "," "," ","75.40"," ","Surplus","Final"
"29/05/2024 23:00 - 30/05/2024 00:00","SCA|DK2","96.20"," "," "," ","96.20"," "," "," "," ","43.00"," ","Surplus","Final"
"30/05/2024 00:00 - 30/05/2024 01:00","SCA|DK2","201.04"," "," "," ","201.04"," "," "," "," ","51.90"," ","Surplus","Final"
"30/05/2024 01:00 - 30/05/2024 02:00","SCA|DK2","93.63"," "," "," ","93.63"," "," "," "," ","22.70"," ","Surplus","Final"
"30/05/2024 02:00 - 30/05/2024 03:00","SCA|DK2","94.56"," "," "," ","94.56"," "," "," "," ","14.70"," ","Surplus","Final"
"30/05/2024 03:00 - 30/05/2024 04:00","SCA|DK2","100.79"," "," "," ","100.79"," "," "," "," ","175.60"," ","Surplus","Final"
"30/05/2024 04:00 - 30/05/2024 05:00","SCA|DK2","103.37"," "," "," ","103.37"," "," "," "," ","53.50"," ","Surplus","Final"
"30/05/2024 05:00 - 30/05/2024 06:00","SCA|DK2","106.67"," "," "," ","106.67"," "," "," "," ","176.30"," ","Deficit","Final"
"30/05/2024 06:00 - 30/05/2024 07:00","SCA|DK2","40.00"," "," "," ","40.00"," "," "," "," ","176.80"," ","Deficit","Final"
"30/05/2024 07:00 - 30/05/2024 08:00","SCA|DK2","40.00"," "," "," ","40.00"," "," "," "," ","126.60"," ","Deficit","Final"
"30/05/2024 08:00 - 30/05/2024 09:00","SCA|DK2","43.00"," "," "," ","43.00"," "," "," "," ","42.10"," ","Surplus","Final"
"30/05/2024 09:00 - 30/05/2024 10:00","SCA|DK2","45.00"," "," "," ","45.00"," "," "," "," ","38.60"," ","Surplus","Final"
"30/05/2024 10:00 - 30/05/2024 11:00","SCA|DK2","70.92"," "," "," ","70.92"," "," "," "," ","242.00"," ","Surplus","Final"
"30/05/2024 11:00 - 30/05/2024 12:00","SCA|DK2","36.04"," "," "," ","36.04"," "," "," "," ","71.40"," ","Surplus","Final"
"30/05/2024 12:00 - 30/05/2024 13:00","SCA|DK2","31.00"," "," "," ","31.00"," "," "," "," ","28.40"," ","Deficit","Final"
"30/05/2024 13:00 - 30/05/2024 14:00","SCA|DK2","31.00"," "," "," ","31.00"," "," "," "," ","88.00"," ","Deficit","Final"
"30/05/2024 14:00 - 30/05/2024 15:00","SCA|DK2","31.00"," "," "," ","31.00"," "," "," "," ","85.50"," ","Deficit","Final"
"30/05/2024 15:00 - 30/05/2024 16:00","SCA|DK2","31.50"," "," "," ","31.50"," "," "," "," ","63.00"," ","Surplus","Final"
"30/05/2024 16:00 - 30/05/2024 17:00","SCA|DK2","214.45"," "," "," ","214.45"," "," "," "," ","54.50"," ","Surplus","Final"
"30/05/2024 17:00 - 30/05/2024 18:00","SCA|DK2","31.50"," "," "," ","31.50"," "," "," "," ","9.40"," ","Surplus","Final"
"30/05/2024 18:00 - 30/05/2024 19:00","SCA|DK2","670.18"," "," "," ","670.18"," "," "," "," ","48.90"," ","Deficit","Final"
"30/05/2024 19:00 - 30/05/2024 20:00","SCA|DK2","335.08"," "," "," ","335.08"," "," "," "," ","140.80"," ","Deficit","Final"
"30/05/2024 20:00 - 30/05/2024 21:00","SCA|DK2","29.50"," "," "," ","29.50"," "," "," "," ","140.60"," ","Deficit","Final"
"30/05/2024 21:00 - 30/05/2024 22:00","SCA|DK2","7.00"," "," "," ","7.00"," "," "," "," ","33.60"," ","Deficit","Final"
"30/05/2024 22:00 - 30/05/2024 23:00","SCA|DK2","7.00"," "," "," ","7.00"," "," "," "," ","336.80"," ","Surplus","Final"
"30/05/2024 23:00 - 31/05/2024 00:00","SCA|DK2","78.77"," "," "," ","78.77"," "," "," "," ","238.50"," ","Surplus","Final"
"31/05/2024 00:00 - 31/05/2024 01:00","SCA|DK2","66.52"," "," "," ","66.52"," "," "," "," ","300.90"," ","Surplus","Final"
"31/05/2024 01:00 - 31/05/2024 02:00","SCA|DK2","670.42"," "," "," ","670.42"," "," "," "," ","212.20"," ","Surplus","Final"
"31/05/2024 02:00 - 31/05/2024 03:00","SCA|DK2","62.01"," "," "," ","62.01"," "," "," "," ","156.10"," ","Surplus","Final"
"31/05/2024 03:00 - 31/05/2024 04:00","SCA|DK2","63.75"," "," "," ","63.75"," "," "," "," ","33.20"," ","Surplus","Final"
"31/05/2024 04:00 - 31/05/2024 05:00","SCA|DK2","88.96"," "," "," ","88.96"," "," "," "," ","158.50"," ","Surplus","Final"
"31/05/2024 05:00 - 31/05/2024 06:00","SCA|DK2","106.49"," "," "," ","106.49"," "," "," "," ","207.20"," ","Surplus","Final"
"31/05/2024 06:00 - 31/05/2024 07:00","SCA|DK2","268.03"," "," "," ","268.03"," "," "," "," ","63.40"," ","Surplus","Final"
"31/05/2024 07:00 - 31/05/2024 08:00","SCA|DK2","99.90"," "," "," ","99.90"," "," "," "," ","464.90"," ","Deficit","Final"
"31/05/2024 08:00 - 31/05/2024 09:00","SCA|DK2","89.76"," "," "," ","89.76"," "," "," "," ","221.00"," ","Deficit","Final"
"31/05/2024 09:00 - 31/05/2024 10:00","SCA|DK2","80.05"," "," "," ","80.05"," "," "," "," ","103.30"," ","Surplus","Final"
"31/05/2024 10:00 - 31/05/2024 11:00","SCA|DK2","73.11"," "," "," ","73.11"," "," "," "," ","92.30"," ","Deficit","Final"
"31/05/2024 11:00 - 31/05/2024 12:00","SCA|DK2","66.85"," "," "," ","66.85"," "," "," "," ","126.00"," ","Surplus","Final"
"31/05/2024 12:00 - 31/05/2024 13:00","SCA|DK2","63.73"," "," "," ","63.73"," "," "," "," ","85.90"," ","Surplus","Final"
"31/05/2024 13:00 - 31/05/2024 14:00","SCA|DK2","65.33"," "," "," ","65.33"," "," "," "," ","43.90"," ","Deficit","Final"
"31/05/2024 14:00 - 31/05/2024 15:00","SCA|DK2","73.27"," "," "," ","73.27"," "," "," "," ","194.60"," ","Deficit","Final"
"31/05/2024 15:00 - 31/05/2024 16:00","SCA|DK2","84.10"," "," "," ","84.10"," "," "," "," ","286.30"," ","Deficit","Final"
"31/05/2024 16:00 - 31/05/2024 17:00","SCA|DK2","94.46"," "," "," ","94.46"," "," "," "," ","342.80"," ","Deficit","Final"
"31/05/2024 17:00 - 31/05/2024 18:00","SCA|DK2","107.94"," "," "," ","107.94"," "," "," "," ","580.60"," ","Deficit","Final"
"31/05/2024 18:00 - 31/05/2024 19:00","SCA|DK2","115.00"," "," "," ","115.00"," "," "," "," ","649.90"," ","Deficit","Final"
"31/05/2024 19:00 - 31/05/2024 20:00","SCA|DK2","107.91"," "," "," ","107.91"," "," "," "," ","531.70"," ","Deficit","Final"
"31/05/2024 20:00 - 31/05/2024 21:00","SCA|DK2","99.29"," "," "," ","99.29"," "," "," "," ","66.80"," ","Deficit","Final"
"31/05/2024 21:00 - 31/05/2024 22:00","SCA|DK2","84.18"," "," "," ","84.18"," "," "," "," ","152.50"," ","Deficit","Final"
"31/05/2024 22:00 - 31/05/2024 23:00","SCA|DK2","88.58"," "," "," ","88.58"," "," "," "," ","19.20"," ","Surplus","Final"
"31/05/2024 23:00 - 01/06/2024 00:00","SCA|DK2","86.68"," "," "," ","86.68"," "," "," "," ","20.10"," ","Deficit","Final"
"01/06/2024 00:00 - 01/06/2024 01:00","SCA|DK2","77.75"," "," "," ","77.75"," "," "," "," ","87.10"," ","Deficit","Final"
"01/06/2024 01:00 - 01/06/2024 02:00","SCA|DK2","70.40"," "," "," ","70.40"," "," "," "," ","6.20"," ","Deficit","Final"
"01/06/2024 02:00 - 01/06/2024 03:00","SCA|DK2","40.09"," "," "," ","40.09"," "," "," "," ","50.60"," ","Deficit","Final"
"01/06/2024 03:00 - 01/06/2024 04:00","SCA|DK2","12.50"," "," "," ","12.50"," "," "," "," ","103.30"," ","Surplus","Final"
"01/06/2024 04:00 - 01/06/2024 05:00","SCA|DK2","40.00"," "," "," ","40.00"," "," "," "," ","147.10"," ","Deficit","Final"
"01/06/2024 05:00 - 01/06/2024 06:00","SCA|DK2","40.00"," "," "," ","40.00"," "," "," "," ","10.70"," ","Surplus","Final"
"01/06/2024 06:00 - 01/06/2024 07:00","SCA|DK2","40.00"," "," "," ","40.00"," "," "," "," ","42.50"," ","Deficit","Final"
"01/06/2024 07:00 - 01/06/2024 08:00","SCA|DK2","40.00"," "," "," ","40.00"," "," "," "," ","41.60"," ","Deficit","Final"
"01/06/2024 08:00 - 01/06/2024 09:00","SCA|DK2","112.44"," "," "," ","112.44"," "," "," "," ","4.60"," ","Deficit","Final"
"01/06/2024 09:00 - 01/06/2024 10:00","SCA|DK2","41.86"," "," "," ","41.86"," "," "," "," ","130.30"," ","Deficit","Final"
"01/06/2024 10:00 - 01/06/2024 11:00","SCA|DK2","7.00"," "," "," ","7.00"," "," "," "," ","222.90"," ","Deficit","Final"
"01/06/2024 11:00 - 01/06/2024 12:00","SCA|DK2","4.00"," "," "," ","4.00"," "," "," "," ","17.40"," ","Surplus","Final"
"01/06/2024 12:00 - 01/06/2024 13:00","SCA|DK2","2.92"," "," "," ","2.92"," "," "," "," ","160.10"," ","Surplus","Final"
"01/06/2024 13:00 - 01/06/2024 14:00","SCA|DK2","2.00"," "," "," ","2.00"," "," "," "," ","296.70"," ","Deficit","Final"
"01/06/2024 14:00 - 01/06/2024 15:00","SCA|DK2","1.00"," "," "," ","1.00"," "," "," "," ","534.80"," ","Deficit","Final"
"01/06/2024 15:00 - 01/06/2024 16:00","SCA|DK2","27.50"," "," "," ","27.50"," "," "," "," ","146.40"," ","Deficit","Final"
"01/06/2024 16:00 - 01/06/2024 17:00","SCA|DK2","67.50"," "," "," ","67.50"," "," "," "," ","218.40"," ","Deficit","Final"
"01/06/2024 17:00 - 01/06/2024 18:00","SCA|DK2","81.90"," "," "," ","81.90"," "," "," "," ","143.80"," ","Deficit","Final"
"01/06/2024 18:00 - 01/06/2024 19:00","SCA|DK2","60.86"," "," "," ","60.86"," "," "," "," ","220.20"," ","Deficit","Final"
"01/06/2024 19:00 - 01/06/2024 20:00","SCA|DK2","30.00"," "," "," ","30.00"," "," "," "," ","203.30"," ","Deficit","Final"
"01/06/2024 20:00 - 01/06/2024 21:00","SCA|DK2","28.00"," "," "," ","28.00"," "," "," "," ","214.10"," ","Deficit","Final"
"01/06/2024 21:00 - 01/06/2024 22:00","SCA|DK2","-10.00"," "," "," ","-10.00"," "," "," "," ","72.20"," ","Deficit","Final"
"01/06/2024 22:00 - 01/06/2024 23:00","SCA|DK2","-0.50"," "," "," ","-0.50"," "," "," "," ","59.20"," ","Deficit","Final"
"01/06/2024 23:00 - 02/06/2024 00:00","SCA|DK2","-3.00"," "," "," ","-3.00"," "," "," "," ","59.00"," ","Surplus","Final"
"02/06/2024 00:00 - 02/06/2024 01:00","SCA|DK2","-1.00"," "," "," ","-1.00"," "," "," "," ","20.40"," ","Deficit","Final"
"02/06/2024 01:00 - 02/06/2024 02:00","SCA|DK2","-6.00"," "," "," ","-6.00"," "," "," "," ","12.40"," ","Surplus","Final"
"02/06/2024 02:00 - 02/06/2024 03:00","SCA|DK2","-6.00"," "," "," ","-6.00"," "," "," "," ","8.80"," ","Deficit","Final"
"02/06/2024 03:00 - 02/06/2024 04:00","SCA|DK2","-7.00"," "," "," ","-7.00"," "," "," "," ","46.00"," ","Surplus","Final"
"02/06/2024 04:00 - 02/06/2024 05:00","SCA|DK2","-7.00"," "," "," ","-7.00"," "," "," "," ","33.30"," ","Deficit","Final"
"02/06/2024 05:00 - 02/06/2024 06:00","SCA|DK2","-7.00"," "," "," ","-7.00"," "," "," "," ","164.40"," ","Deficit","Final"
"02/06/2024 06:00 - 02/06/2024 07:00","SCA|DK2","-7.00"," "," "," ","-7.00"," "," "," "," ","94.70"," ","Surplus","Final"
"02/06/2024 07:00 - 02/06/2024 08:00","SCA|DK2","-5.00"," "," "," ","-5.00"," "," "," "," ","208.50"," ","Surplus","Final"
"02/06/2024 08:00 - 02/06/2024 09:00","SCA|DK2","1.56"," "," "," ","1.56"," "," "," "," ","137.60"," ","Surplus","Final"
"02/06/2024 09:00 - 02/06/2024 10:00","SCA|DK2","10.40"," "," "," ","10.40"," "," "," "," ","155.00"," ","Surplus","Final"
"02/06/2024 10:00 - 02/06/2024 11:00","SCA|DK2","10.42"," "," "," ","10.42"," "," "," "," ","138.50"," ","Deficit","Final"
"02/06/2024 11:00 - 02/06/2024 12:00","SCA|DK2","-6.00"," "," "," ","-6.00"," "," "," "," ","3.40"," ","Surplus","Final"
"02/06/2024 12:00 - 02/06/2024 13:00","SCA|DK2","-6.00"," "," "," ","-6.00"," "," "," "," ","237.40"," ","Surplus","Final"
"02/06/2024 13:00 - 02/06/2024 14:00","SCA|DK2","-5.00"," "," "," ","-5.00"," "," "," "," ","353.90"," ","Surplus","Final"
"02/06/2024 14:00 - 02/06/2024 15:00","SCA|DK2","4.00"," "," "," ","4.00"," "," "," "," ","310.90"," ","Surplus","Final"
"02/06/2024 15:00 - 02/06/2024 16:00","SCA|DK2","26.28"," "," "," ","26.28"," "," "," "," ","81.70"," ","Surplus","Final"
"02/06/2024 16:00 - 02/06/2024 17:00","SCA|DK2","39.00"," "," "," ","39.00"," "," "," "," ","189.20"," ","Deficit","Final"
"02/06/2024 17:00 - 02/06/2024 18:00","SCA|DK2","65.61"," "," "," ","65.61"," "," "," "," ","72.60"," ","Deficit","Final"
"02/06/2024 18:00 - 02/06/2024 19:00","SCA|DK2","94.99"," "," "," ","94.99"," "," "," "," ","250.00"," ","Deficit","Final"
"02/06/2024 19:00 - 02/06/2024 20:00","SCA|DK2","106.93"," "," "," ","106.93"," "," "," "," ","123.20"," ","Deficit","Final"
"02/06/2024 20:00 - 02/06/2024 21:00","SCA|DK2","106.40"," "," "," ","106.40"," "," "," "," ","353.50"," ","Deficit","Final"
"02/06/2024 21:00 - 02/06/2024 22:00","SCA|DK2","93.55"," "," "," ","93.55"," "," "," "," ","226.00"," ","Deficit","Final"
"02/06/2024 22:00 - 02/06/2024 23:00","SCA|DK2","0.50"," "," "," ","0.50"," "," "," "," ","253.00"," ","Deficit","Final"
"02/06/2024 23:00 - 03/06/2024 00:00","SCA|DK2","-2.00"," "," "," ","-2.00"," "," "," "," ","361.50"," ","Deficit","Final"
"03/06/2024 00:00 - 03/06/2024 01:00","SCA|DK2","-6.90"," "," "," ","-6.90"," "," "," "," ","222.60"," ","Deficit","Final"
"03/06/2024 01:00 - 03/06/2024 02:00","SCA|DK2","-3.00"," "," "," ","-3.00"," "," "," "," ","242.00"," ","Surplus","Final"
"03/06/2024 02:00 - 03/06/2024 03:00","SCA|DK2","4.00"," "," "," ","4.00"," "," "," "," ","48.60"," ","Deficit","Final"
